Ano Fase;Fase Estat;Região Inst Benef Macro;UF Instituição Benef Macro;Instituição Beneficiária Macro;Chamada Divulgação;Modalidade Bolsa;Grande Área;Área;Qtd Bolsas
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Exatas e da Terra;Geociências;1
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Economia;1
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Engenharias;Engenharia de Materiais e Metalúrgica;2
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Bolsas Individuais de Fomento Tecnológico;Produtividade Desen. Tec. e Extensão Inovadora;Ciências Agrárias;Tecnologia e Inovação para Agropecuária;9
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Bolsas Individuais de Fomento Tecnológico;Produtividade Desen. Tec. e Extensão Inovadora;Ciências Biológicas;Biotecnologia;1
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Bolsas Individuais de Fomento Tecnológico;Produtividade Desen. Tec. e Extensão Inovadora;Engenharias;Desenvolvimento Tecnológico e Industrial;1
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Bolsas Individuais de Fomento Tecnológico;Produtividade Desen. Tec. e Extensão Inovadora;Engenharias;Tecnologias Ambientais;1
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Outra;Multidisciplinar;480
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação em Desenvolvimento Tecnológico e Inovação - PIBITI;Iniciação Tecnológica;Engenharias;Desenvolvimento Tecnológico e Industrial;15
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Pós-doutorado Empresarial - PDI;Pós-Doutorado Empresarial;Ciências Agrárias;Agronomia;1
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Pós-doutorado Empresarial - PDI;Pós-Doutorado Empresarial;Ciências Biológicas;Desenvolvimento e Inovação Tecnológica em Biologia;1
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Pós-doutorado Sênior - PDS;Pós-Doutorado Sênior;Ciências Agrárias;Agronomia;2
2011;Atendimento;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Pós-doutorado Sênior - PDS;Pós-Doutorado Sênior;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1
2011;Atendimento;Centro-Oeste;DF;Escola Superior de Ciencias da Saude;Bolsa de Iniciação Científica / Pibic 2010-2011;Iniciação Científica;Não informado;Não informado;14
2011;Atendimento;Centro-Oeste;DF;Escola Superior de Ciencias da Saude;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Outra;Multidisciplinar;12
2011;Atendimento;Centro-Oeste;DF;Instituto Brasileiro de Informacoes em Ciencia e Tecnologia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Ciência da Informação;1
2011;Atendimento;Centro-Oeste;DF;Instituto Brasileiro de Informacoes em Ciencia e Tecnologia;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Outra;Multidisciplinar;3
2011;Atendimento;Centro-Oeste;DF;Instituto Brasileiro de Informacoes em Ciencia e Tecnologia;Pós-doutorado Sênior - PDS;Pós-Doutorado Sênior;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1
2011;Atendimento;Centro-Oeste;DF;Instituto Chico Mendes de Conservacao da Biodiversidade;Bolsa de Iniciação Científica / Pibic 2010-2011;Iniciação Científica;Não informado;Não informado;13
2011;Atendimento;Centro-Oeste;DF;Instituto Chico Mendes de Conservacao da Biodiversidade;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Outra;Multidisciplinar;13
2011;Atendimento;Centro-Oeste;DF;Instituto de Pesquisa Econômica Aplicada - DF;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Economia;1
2011;Atendimento;Centro-Oeste;DF;Instituto Federal de Brasilia;Bolsa de Iniciação em Desenvolvimento Tecnológico e Inovação / PIBIT 2010-2011;Iniciação Tecnológica;Não informado;Não informado;12
2011;Atendimento;Centro-Oeste;DF;Instituto Federal de Brasilia;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Outra;Multidisciplinar;3
2011;Atendimento;Centro-Oeste;DF;Instituto Federal de Brasilia;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação em Desenvolvimento Tecnológico e Inovação - PIBITI;Iniciação Tecnológica;Ciências Humanas;Educação;12
2011;Atendimento;Centro-Oeste;DF;Serviço Florestal Brasileiro;Bolsa de Iniciação Científica / Pibic 2010-2011;Iniciação Científica;Não informado;Não informado;3
2011;Atendimento;Centro-Oeste;DF;Serviço Florestal Brasileiro;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Outra;Multidisciplinar;3
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Bolsa de Iniciação Científica / Pibic 2010-2011;Iniciação Científica;Não informado;Não informado;37
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Bolsa de Iniciação Científica Júnior - PIBIC-EM 2010/2011;Iniciação Científica Júnior;Engenharias;Engenharia Sanitária;20
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Bolsa de Iniciação em Desenvolvimento Tecnológico e Inovação / PIBIT 2010-2011;Iniciação Tecnológica;Não informado;Não informado;10
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Biológicas;Biofísica;1
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Biológicas;Bioquímica;1
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências da Saúde;Educação Física;1
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Humanas;Psicologia;1
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Chamada para o Processo de Inscrição 2011 do Programa de Estudantes - Convênio de Pós - Graduação - PEC-PG;Mestrado;Ciências Sociais Aplicadas;Economia;1
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Outra;Multidisciplinar;42
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação em Desenvolvimento Tecnológico e Inovação - PIBITI;Iniciação Tecnológica;Ciências Humanas;Educação;10
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Biológicas;Genética;2
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Economia;1
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Biológicas;Genética;6
2011;Atendimento;Centro-Oeste;DF;Universidade Catolica de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Sociais Aplicadas;Economia;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsa de Iniciação Científica / Pibic 2010-2011;Iniciação Científica;Não informado;Não informado;453
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsa de Iniciação Científica e Mestrado em Matemática / PICME;Iniciação Científica;Não informado;Não informado;14
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsa de Iniciação Científica e Mestrado em Matemática / PICME 2011/2012;Iniciação Científica;Não informado;Não informado;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Agrárias;Agronomia;2
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Agrárias;Medicina Veterinária;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Biológicas;Bioquímica;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Biológicas;Botânica;2
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Biológicas;Desenvolvimento e Inovação Tecnológica em Biologia;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Biológicas;Ecologia;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Biológicas;Genética;4
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Biológicas;Microbiologia;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Biológicas;Parasitologia;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências da Saúde;Medicina;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Exatas e da Terra;Ciência da Computação;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Exatas e da Terra;Ciências Ambientais;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Exatas e da Terra;Física;4
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Exatas e da Terra;Geociências;4
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Exatas e da Terra;Matemática;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Exatas e da Terra;Probabilidade e Estatística;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Exatas e da Terra;Química;2
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Humanas;Antropologia;2
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Humanas;Ciência Política;7
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Humanas;Educação;2
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Humanas;Filosofia;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Humanas;Psicologia;4
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Humanas;Sociologia;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Administração;2
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Ciência da Informação;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Economia;3
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;3
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Ciências Sociais Aplicadas;Serviço Social;3
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Engenharias;Engenharia Civil;4
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Engenharias;Engenharia de Transportes;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Engenharias;Engenharia Elétrica;4
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Engenharias;Engenharia Mecânica;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Engenharias;Microeletrônica;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT 2011;Produtividade em Pesquisa;Lingüística, Letras e Artes;Artes;3
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas Individuais de Fomento Tecnológico;Produtividade Desen. Tec. e Extensão Inovadora;Ciências da Saúde;Tecnologias Médicas e da Saúde;2
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas Individuais de Fomento Tecnológico;Produtividade Desen. Tec. e Extensão Inovadora;Ciências Exatas e da Terra;Tecnologia da Informação e Comunicação;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Bolsas Individuais de Fomento Tecnológico;Produtividade Desen. Tec. e Extensão Inovadora;Engenharias;Desenvolvimento Tecnológico e Industrial;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Chamada para o Processo de Inscrição 2011 do Programa de Estudantes - Convênio de Pós - Graduação - PEC-PG;Mestrado;Ciências Humanas;Ciência Política;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Chamada para o Processo de Inscrição 2011 do Programa de Estudantes - Convênio de Pós - Graduação - PEC-PG;Mestrado;Ciências Sociais Aplicadas;Economia;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação Científica - PIBIC;Iniciação Científica;Outra;Multidisciplinar;465
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Chamada para o Processo de Inscrição 2011/2012 do Programa Institucional de Bolsas de Iniciação Científica nas Ações Afirmativas - PIBIC-AF;Iniciação Científica;Outra;Multidisciplinar;31
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;CNPq - TWAS Fellowships Programmes;Doutorado;Ciências Biológicas;Morfologia;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Agrárias;Agronomia;10
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Biológicas;Bioquímica;22
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Biológicas;Ecologia;16
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Biológicas;Imunologia;21
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Biológicas;Zoologia;12
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências da Saúde;Medicina;3
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Exatas e da Terra;Física;13
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Exatas e da Terra;Geociências;11
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Exatas e da Terra;Matemática;18
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Exatas e da Terra;Química;10
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Humanas;Antropologia;28
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Humanas;Ciência Política;2
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Humanas;História;12
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Humanas;Psicologia;12
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Humanas;Sociologia;25
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;2
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Ciência da Informação;3
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Comunicação;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Economia;5
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Ciências Sociais Aplicadas;Serviço Social;2
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Engenharias;Engenharia Civil;36
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Engenharias;Engenharia Elétrica;3
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Engenharias;Engenharia Mecânica;2
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Engenharias;Engenharia Sanitária;3
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Lingüística, Letras e Artes;Letras;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Lingüística, Letras e Artes;Lingüística;1
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Doutorado;Outra;Multidisciplinar;10
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Agrárias;Agronomia;13
2011;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Cotas do Programa de Pós-Graduação;Mestrado;Ciências Agrárias;Medicina Veterinária;1
