Ano Fase;Fase Estat;Região Inst Benef Macro;UF Instituição Benef Macro;Modalidade;Chamada Divulgação;Chamada;Grande Área;Área;Qtd Propostas;Valor Bolsa (R$);Valor OCC (R$);Total Geral (R$)
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada  MCT/CNPq - Nº 49/2006 - PROANTAR;Edital MCT/CNPq nº 49/2006 - Programa Antártico Brasileiro;Ciências Biológicas;Bioquímica;1;2327;47673;50000
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Agrárias;Agronomia;32;345600;0;345600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Agrárias;Ciência e Tecnologia de Alimentos;4;39600;0;39600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Agrárias;Engenharia Agrícola;3;32400;0;32400
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Agrárias;Medicina Veterinária;5;54000;0;54000
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;2;21600;0;21600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1;3600;0;3600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Agrárias;Zootecnia;2;21600;0;21600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Biológicas;Biofísica;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Biológicas;Bioquímica;5;43200;0;43200
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Biológicas;Botânica;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Biológicas;Desenvolvimento e Inovação Tecnológica em Biologia;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Biológicas;Ecologia;2;14400;0;14400
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Biológicas;Genética;3;39600;0;39600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Biológicas;Microbiologia;3;30300;0;30300
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Biológicas;Morfologia;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Biológicas;Parasitologia;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Biológicas;Zoologia;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Exatas e da Terra;Ciência da Computação;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Exatas e da Terra;Física;2;21600;0;21600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Exatas e da Terra;Geociências;10;90000;0;90000
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Exatas e da Terra;Química;3;32400;0;32400
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Humanas;Antropologia;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Humanas;Ciência Política;3;32400;0;32400
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Humanas;Filosofia;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Humanas;Psicologia;4;43200;0;43200
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Humanas;Sociologia;3;32400;0;32400
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Sociais Aplicadas;Administração;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Sociais Aplicadas;Ciência da Informação;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Sociais Aplicadas;Direito;2;21600;0;21600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Sociais Aplicadas;Economia;2;21600;0;21600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Ciências Sociais Aplicadas;Serviço Social;2;21600;0;21600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Engenharias;Engenharia Civil;3;18000;0;18000
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Engenharias;Engenharia de Materiais e Metalúrgica;1;3600;0;3600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Engenharias;Engenharia Elétrica;1;7200;0;7200
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Engenharias;Tecnologia e Inovação;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Lingüística, Letras e Artes;Artes;2;21600;0;21600
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Lingüística, Letras e Artes;Letras;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 01/2007;Iniciação Científica - IC - Edital MCT/CNPq nº 01/2007;Lingüística, Letras e Artes;Lingüística;1;10800;0;10800
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 04/2007;Convênio CNPq/CSIC (Espanha);Ciências Agrárias;Agronomia;1;0;24000;24000
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 04/2007;Convênio CNPq/DFG (Alemanha);Ciências Exatas e da Terra;Ciência da Computação;1;0;46700;46700
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq Nº 04/2007;Convênio CNPq/NSF (EUA);Ciências Biológicas;Zoologia;1;0;43000;43000
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CNPq/CT-INFO Nº 14/2007;Edital MCT/CNPq/CT-INFO nº 14/2007 - Programa de Disseminação de Novas Tecnologias em Microeletrônica - PDNTM;Engenharias;Engenharia Biomédica;1;0;31000;31000
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CPLP/CNPq Nº  018/2007;Edital 18/2007 - CPLP - Chamada 1: Apoio Financeiro à realização de Visitas Exploratórias;Ciências Humanas;Antropologia;1;0;22000;22000
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CT-Agronegocio/CT-Biotecnologia/MCT/CNPq N° 39/2007 - Seleção Pública de Propostas de Projetos de Pesquisa e Tecnologias de Vanguarda para Produção de Etanol e Biodiesel;Edital MCT/CNPq/CTAgro/CTBio nº 39/2007-  Tecnologias de Vanguarda para a Produção de Etanol e Biodiesel;Ciências Agrárias;Agronomia;5;245269;1416743;1662012
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CT-Agronegocio/CT-Biotecnologia/MCT/CNPq N° 39/2007 - Seleção Pública de Propostas de Projetos de Pesquisa e Tecnologias de Vanguarda para Produção de Etanol e Biodiesel;Edital MCT/CNPq/CTAgro/CTBio nº 39/2007-  Tecnologias de Vanguarda para a Produção de Etanol e Biodiesel;Ciências Biológicas;Bioquímica;1;96904;250096;347000
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CT-Agronegocio/CT-Biotecnologia/MCT/CNPq N° 39/2007 - Seleção Pública de Propostas de Projetos de Pesquisa e Tecnologias de Vanguarda para Produção de Etanol e Biodiesel;Edital MCT/CNPq/CTAgro/CTBio nº 39/2007-  Tecnologias de Vanguarda para a Produção de Etanol e Biodiesel;Ciências Biológicas;Genética;1;21600;103400;125000
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CT-Agronegocio/CT-Biotecnologia/MCT/CNPq N° 39/2007 - Seleção Pública de Propostas de Projetos de Pesquisa e Tecnologias de Vanguarda para Produção de Etanol e Biodiesel;Edital MCT/CNPq/CTAgro/CTBio nº 39/2007-  Tecnologias de Vanguarda para a Produção de Etanol e Biodiesel;Ciências Sociais Aplicadas;Economia;1;119756;337981;457738
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CT-Agronegócio/MCT/CNPq - Genosoja - Nº 38/2007 - Seleção Pública de Projeto para Formação de um Consórcio Nacional de Estudos Genômicos em Soja;Edital MCT/CNPq/CT-Agro nº 38/2007 - Estudos Genômicos em Soja;Ciências Biológicas;Genética;1;1483891;4500000;5983891
2007;Atendimento;Centro-Oeste;DF;Auxílio a Pesquisa;Chamada CT-Info/CNPq Nº 13/2007;Edital MCT-SEPIN/CNPq/CT-INFO nº 13/2007 - Programa Nacional de Microeletrônica - PNM Design;Engenharias;Engenharia Elétrica;6;198624;0;198624
